_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4490612,23083,BP-30677,550,Queen St E,Queen St E,North,River St,West,,13,Historic Queen East,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3570116195673, 43.6573280929691]]}"
4490613,23084,BP-30680,19,River St,River St,East,Old Brewery Lane,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3566798174216, 43.6579515339149]]}"
4490614,23085,BP-30690,475,Front St E,Front St E,South,Tannery Rd,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3550321234596, 43.6532197950304]]}"
4490615,23086,BP-30699,3601,Dundas St W,Dundas St W,South,Brookside Ave,East,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4935086769366, 43.665627209802]]}"
4490616,23087,BP-30729,3671,Dundas St W,Dundas St W,South,Humbercrest Blvd,West,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.495529799838, 43.6656449673289]]}"
4490617,23088,BP-30732,238,Annette St,Annette St,North,Quebec Ave,West,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4711441053469, 43.6625462120696]]}"
4490618,23089,BP-30760,5714,Yonge St,Yonge St,West,Hendon Ave,North,,18,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4165055160151, 43.7821348016372]]}"
4490619,23090,BP-32357,1815,Queen St E,Queen St E,South,Joseph Duggan Rd,East,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3078115658797, 43.668221917536]]}"
4490620,23091,BP-34404,55,Harbord St,Harbord St,South,Ln E Spadina N Harbord,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4016508797113, 43.663089789645]]}"
4490621,23092,BP-34406,246,Bloor St W,Bedford Rd,West,Bloor St W,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.397623600935, 43.6683317016087]]}"
4490622,23093,BP-34410,86,Harbord St,Ln W Spadina N Harbord,West,Harbord St,North,,11,Harbord Street,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.40281204549261, 43.6629766907612]]}"
4490623,23094,BP-34427,60,Harbord St,Harbord St,North,Ln E Spadina N Harbord,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4015838644963, 43.6632477955073]]}"
4490624,23096,BP-34453,465,Dundas St E,Dundas St E,South,Parliament St,East,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3656064830851, 43.6594336202696]]}"
4490625,23097,BP-34459,500,Sherbourne St,Sherbourne St,West,Lourdes Lane,South,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3751496565627, 43.6679989811226]]}"
4490626,23098,BP-34460,640,Dundas St E,Dundas St E,North,Belshaw Pl,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3612103417934, 43.6607898207696]]}"
4490627,23102,BP-32361,1842,Queen St E,Queen St E,North,Joseph Duggan Rd,East,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.30776796997611, 43.6683763160649]]}"
4490628,23103,BP-32369,1718,Queen St E,Queen St E,North,Kingston Rd,East,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3118730554842, 43.6674686464016]]}"
4490629,23105,BP-32448,33,Russell St,Russell St,South,Huron St,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3992826349439, 43.6599031424344]]}"
4490630,23106,BP-34497,65,Oak St,Oak St,South,Sackville St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.364144856644, 43.661188864967]]}"
4490631,23107,BP-34503,425,King St E,Trinity St,West,King St E,South,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3615078618259, 43.6531131465262]]}"
4490632,23108,BP-34511,640,Dundas St E,Dundas St E,North,Belshaw Pl,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3611372377528, 43.6606182653931]]}"
4490633,23111,BP-34548,406,Dundas St E,Dundas St E,North,Berkeley St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3675133111782, 43.6591620161907]]}"
4490634,23112,BP-34558,325,Parliament St,Dundas St E,North,Arnold Ave,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3656194545591, 43.6596102869274]]}"
4490635,23113,BP-34568,301,Parliament St,Parliament St,East,Coatsworth St,East,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.36596597283, 43.659089038748]]}"
4490636,23116,BP-34586,439,Dundas St E,Dundas St E,South,Heads Lane,East,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3664610487678, 43.6592410658078]]}"
4490637,23117,BP-34602,7,Parliament St,Parliament St,South,Merchants' Wharf,East,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3616842982078, 43.6463981737977]]}"
4490638,23118,BP-34607,31,Britain St,Britain St,South,George St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3708359197513, 43.6536680457781]]}"
4490639,23119,BP-34619,85,Lower Jarvis St,Lower Jarvis St,East,Wilton St,East,,10,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3705981286455, 43.6479171232887]]}"
4490640,23120,BP-32514,1304,Queen St E,Queen St E,North,Agnes Lane,West,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3281295457739, 43.6637936783426]]}"
4490641,23121,BP-32515,7,Coxwell Ave,Coxwell Ave,East,Queen St E,North,,19,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.316559247439, 43.666622594163]]}"
4490642,23122,BP-32538,1392,Queen St E,Queen St E,North,Greenwood Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3246979227742, 43.664570287521]]}"
4490643,23123,BP-27822,492,College St,College St,North,Palmerston Blvd,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4097052217586, 43.6561608262147]]}"
4490644,23124,BP-27830,756,College St,College St,North,Crawford St,West,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4196770246644, 43.6551158836927]]}"
4490645,23125,BP-26027,200,Danforth Ave,Danforth Ave,North,Ellerbeck St,East,,14,Broadview Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3561225210253, 43.6768595110794]]}"
4490646,23126,BP-26030,30,Withrow Ave,Withrow Ave,North,Ingham Ave,South,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3515311591485, 43.6701312446521]]}"
4490647,23127,BP-26042,6,Chester Ave,Danforth Ave,North,Chester Ave,West,,14,Greektown on the Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3522329667977, 43.6775781472135]]}"
4490648,23128,BP-26044,467,Danforth Ave,Danforth Ave,South,Arundel Ave,East,,14,Greektown on the Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3501645242366, 43.6778125043373]]}"
4490649,23129,BP-26049,100,Bain Ave,Logan Ave,East,Bain Ave,North,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.34716321214731, 43.6720732402315]]}"
4490650,23130,BP-26061,178,Hampton Ave,Hampton Ave,West,Danforth Ave,South,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3528363811687, 43.67723800075561]]}"
4490651,23131,BP-26072,512,Danforth Ave,Danforth Ave,North,Fenwick Ave,North,,14,Greektown on the Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3486467831735, 43.6782803465373]]}"
4490652,23132,BP-26089,130,Danforth Ave,Danforth Ave,North,Broadview Ave,East,,14,Broadview Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3579941929796, 43.6764705102221]]}"
4490653,23133,BP-26094,149,Danforth Ave,Danforth Ave,South,Ellerbeck St,West,,14,Broadview Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3569267612119, 43.676496057128]]}"
4490654,23134,BP-26102,169-171,Danforth Ave,Danforth Ave,South,Ellerbeck St,West,,14,Broadview Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3566662000538, 43.6765467951889]]}"
4490655,23135,BP-26113,361,Danforth Ave,Danforth Ave,South,Chester Ave,West,,14,Greektown on the Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3523429597687, 43.6773916920443]]}"
4490656,23136,BP-26124,3199,Lake Shore Blvd W,Lake Shore Blvd W,South,Twenty First St,West,,03,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5205348446502, 43.5972942248645]]}"
4490657,23137,BP-26129,3500,Lake Shore Blvd W,Thirty Second St,West,Lake Shore Blvd W,North,,03,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5311925360067, 43.59519106511971]]}"
4490658,23138,BP-26138,2891A,Lake Shore Blvd W,Sixth St,East,Lake Shore Blvd W,South,,03,Lakeshore Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5039835238275, 43.6009012573814]]}"
